cohort,reaction_pt,a,b,c,d,N,PRR,PRR_LCL,PRR_UCL,ROR,ROR_LCL,ROR_UCL,chi2,flagged
MINOXIDIL_SYSTEMIC,APPLICATION SITE PRURITUS,44,701,888,888448,44,59.149259,44.079675,79.370705,62.799142,45.984347,85.762492,2399.07475,True
MINOXIDIL_SYSTEMIC,APPLICATION SITE RASH,16,729,372,888964,16,51.343639,31.289971,84.249655,52.448574,31.631846,86.964667,757.570602,True
MINOXIDIL_SYSTEMIC,APPLICATION SITE REACTION,5,740,109,889227,5,54.758697,22.407643,133.816615,55.121932,22.426358,135.484651,252.34322,True
MINOXIDIL_SYSTEMIC,APPLICATION SITE SCAB,3,742,69,889267,3,51.901722,16.373128,164.524984,52.107524,16.364679,165.917957,143.534454,True
MINOXIDIL_SYSTEMIC,APPLICATION SITE SWELLING,2,743,119,889217,2,20.06285,4.968859,81.008125,20.114164,4.963181,81.516186,35.631465,False
MINOXIDIL_SYSTEMIC,APPLICATION SITE ULCER,2,743,36,889300,2,66.318867,15.996673,274.944166,66.494691,15.980979,276.675413,121.9011,False
MINOXIDIL_SYSTEMIC,APPLICATION SITE VESICLES,6,739,131,889205,6,54.675096,24.198289,123.536259,55.110888,24.237197,125.311935,302.360417,True
MINOXIDIL_SYSTEMIC,APPLICATION SITE WARMTH,1,744,30,889306,1,39.79132,5.433293,291.416097,39.843459,5.426329,292.555263,36.59784,False
MINOXIDIL_SYSTEMIC,ARRHYTHMIA,1,744,693,888643,1,1.722568,0.242615,12.230267,1.723539,0.242113,12.269425,0.302896,False
MINOXIDIL_SYSTEMIC,BLISTER,1,744,1936,887400,1,0.616601,0.086924,4.373906,0.616086,0.086623,4.381778,0.238792,False
MINOXIDIL_SYSTEMIC,BLOOD CHOLESTEROL INCREASED,1,744,1765,887571,1,0.67634,0.095341,4.797902,0.675905,0.095029,4.807463,0.155107,False
MINOXIDIL_SYSTEMIC,BLOOD PRESSURE DECREASED,1,744,1934,887402,1,0.617239,0.087014,4.378431,0.616724,0.086712,4.386321,0.237752,False
MINOXIDIL_SYSTEMIC,BLOOD PRESSURE DIASTOLIC DECREASED,1,744,56,889280,1,21.316779,2.954641,153.793637,21.344086,2.95071,154.393343,19.025194,False
MINOXIDIL_SYSTEMIC,BLOOD PRESSURE INCREASED,1,744,5720,883616,1,0.208696,0.02943,1.479903,0.207632,0.029203,1.476245,3.019242,False
MINOXIDIL_SYSTEMIC,BRAIN NATRIURETIC PEPTIDE INCREASED,1,744,64,889272,1,18.652181,2.59093,134.277619,18.675907,2.587452,134.800398,16.449983,False
MINOXIDIL_SYSTEMIC,CARDIAC TAMPONADE,4,741,97,889239,4,49.226375,18.156184,133.466148,49.486706,18.157997,134.868079,181.522732,True
MINOXIDIL_SYSTEMIC,CHEST DISCOMFORT,1,744,3013,886323,1,0.396196,0.055863,2.80994,0.395385,0.055602,2.811581,0.923018,False
MINOXIDIL_SYSTEMIC,CHEST PAIN,4,741,4751,884585,4,1.005043,0.378043,2.671946,1.00507,0.376063,2.686159,0.000102,False
MINOXIDIL_SYSTEMIC,CONDITION AGGRAVATED,1,744,13822,875514,1,0.086365,0.01218,0.612371,0.085137,0.011976,0.605257,9.816862,False
MINOXIDIL_SYSTEMIC,CONSTIPATION,1,744,10292,879044,1,0.115987,0.016358,0.822425,0.114799,0.016148,0.816148,6.815797,False
MINOXIDIL_SYSTEMIC,CONTRAINDICATED PRODUCT ADMINISTERED,3,742,1112,888224,3,3.22052,1.039449,9.978127,3.229498,1.0376,10.051711,4.586475,True
MINOXIDIL_SYSTEMIC,COUGH,1,744,13733,875603,1,0.086925,0.012259,0.61634,0.085698,0.012054,0.609241,9.74071,False
MINOXIDIL_SYSTEMIC,DANDRUFF,2,743,173,889163,2,13.800458,3.430262,55.521302,13.834914,3.426102,55.866659,23.479074,False
MINOXIDIL_SYSTEMIC,DEATH,2,743,27377,861959,2,0.087207,0.021849,0.348071,0.08475,0.021155,0.339528,19.713212,False
MINOXIDIL_SYSTEMIC,DECREASED APPETITE,1,744,9252,880084,1,0.129025,0.018196,0.914882,0.127854,0.017984,0.908973,5.94058,False
MINOXIDIL_SYSTEMIC,DEPRESSION,1,744,6585,882751,1,0.181282,0.025565,1.285475,0.180181,0.025343,1.281043,3.724558,False
MINOXIDIL_SYSTEMIC,DERMATITIS,1,744,929,888407,1,1.284973,0.181047,9.120055,1.285356,0.180624,9.146829,0.063197,False
MINOXIDIL_SYSTEMIC,DEVICE DEFECTIVE,1,744,1264,888072,1,0.944414,0.133101,6.701077,0.94434,0.13274,6.718218,0.003274,False
MINOXIDIL_SYSTEMIC,DISEASE PROGRESSION,1,744,2862,886474,1,0.4171,0.058809,2.958244,0.416316,0.058544,2.960476,0.816951,False
MINOXIDIL_SYSTEMIC,DIZZINESS,10,735,17762,871574,10,0.672075,0.363059,1.244109,0.667613,0.357639,1.24625,1.631722,False
MINOXIDIL_SYSTEMIC,DRUG HYPERSENSITIVITY,24,721,8486,880850,24,3.37612,2.276346,5.007228,3.455214,2.29937,5.192075,40.408776,True
MINOXIDIL_SYSTEMIC,DRUG INEFFECTIVE,144,601,68827,820509,144,2.497545,2.156381,2.892684,2.856357,2.381022,3.426586,139.871514,True
MINOXIDIL_SYSTEMIC,DRUG INEFFECTIVE FOR UNAPPROVED INDICATION,1,744,3787,885549,1,0.31522,0.044448,2.235486,0.3143,0.044202,2.234839,1.493568,False
MINOXIDIL_SYSTEMIC,DRUG INTERACTION,1,744,3102,886234,1,0.384829,0.054261,2.729294,0.384002,0.054002,2.730614,0.986508,False
MINOXIDIL_SYSTEMIC,DRY SKIN,2,743,7386,881950,2,0.323244,0.080976,1.29034,0.321422,0.08022,1.287861,2.856711,False
MINOXIDIL_SYSTEMIC,DYSPNOEA,3,742,18604,870732,3,0.192497,0.062219,0.595557,0.189232,0.060885,0.588138,10.37743,False
MINOXIDIL_SYSTEMIC,EAR INFLAMMATION,1,744,26,889310,1,45.913061,6.238285,337.914864,45.973428,6.230357,339.235148,42.308909,False
MINOXIDIL_SYSTEMIC,EAR PRURITUS,1,744,117,889219,1,10.202903,1.427073,72.945975,10.215272,1.425059,73.22628,8.231658,False
MINOXIDIL_SYSTEMIC,EAR SWELLING,2,743,81,889255,2,29.475052,7.260506,119.658146,29.551701,7.252622,120.412039,53.697231,False
MINOXIDIL_SYSTEMIC,EMOTIONAL DISORDER,1,744,1525,887811,1,0.78278,0.110336,5.553467,0.782488,0.110004,5.566037,0.060342,False
MINOXIDIL_SYSTEMIC,EPISTAXIS,1,744,2545,886791,1,0.469053,0.066132,3.326859,0.468339,0.065857,3.330559,0.602496,False
MINOXIDIL_SYSTEMIC,ERECTILE DYSFUNCTION,2,743,379,888957,2,6.299417,1.572606,25.233695,6.313682,1.570316,25.385067,8.873318,False
MINOXIDIL_SYSTEMIC,ERYTHEMA,1,744,6931,882405,1,0.172232,0.024289,1.221294,0.171119,0.024068,1.216606,4.009004,False
MINOXIDIL_SYSTEMIC,EXPIRED PRODUCT ADMINISTERED,7,738,2153,887183,7,3.881178,1.854492,8.122734,3.908507,1.854545,8.237289,14.959608,True
MINOXIDIL_SYSTEMIC,EXPOSURE DURING PREGNANCY,2,743,1866,887470,2,1.279464,0.320341,5.110262,1.280216,0.319337,5.132358,0.122208,False
MINOXIDIL_SYSTEMIC,EXTRASYSTOLES,1,744,114,889222,1,10.4714,1.464306,74.88205,10.48413,1.462245,75.170026,8.493501,False
MINOXIDIL_SYSTEMIC,EYE IRRITATION,3,742,3267,886069,3,1.09618,0.354158,3.392868,1.096568,0.352669,3.40961,0.025387,False
MINOXIDIL_SYSTEMIC,EYE PAIN,1,744,1981,887355,1,0.602594,0.08495,4.2745,0.60206,0.084652,4.281976,0.262538,False
MINOXIDIL_SYSTEMIC,EYE PRURITUS,1,744,2425,886911,1,0.492264,0.069403,3.491553,0.491581,0.069124,3.49591,0.52491,False
MINOXIDIL_SYSTEMIC,EYE SWELLING,2,743,1445,887891,2,1.652235,0.413583,6.600563,1.65399,0.412482,6.632244,0.515077,False
MINOXIDIL_SYSTEMIC,FATIGUE,1,744,39161,850175,1,0.030483,0.004299,0.216128,0.02918,0.004105,0.207435,32.254133,False
MINOXIDIL_SYSTEMIC,FEELING ABNORMAL,1,744,10066,879270,1,0.118591,0.016725,0.840892,0.117407,0.016514,0.834688,6.625198,False
MINOXIDIL_SYSTEMIC,FEELING HOT,1,744,2063,887273,1,0.578643,0.081575,4.104517,0.578076,0.081281,4.111315,0.307389,False
MINOXIDIL_SYSTEMIC,FLUID RETENTION,2,743,2188,887148,2,1.09117,0.273228,4.357727,1.091415,0.272272,4.374982,0.015258,False
MINOXIDIL_SYSTEMIC,HAIR COLOUR CHANGES,9,736,514,888822,9,20.902055,10.856308,40.243506,21.145423,10.896522,41.034095,167.712743,True
MINOXIDIL_SYSTEMIC,HAIR DISORDER,10,735,176,889160,10,67.826113,36.011514,127.747522,68.735312,36.197862,130.519951,623.140478,True
MINOXIDIL_SYSTEMIC,HAIR GROWTH ABNORMAL,31,714,277,889059,31,133.595406,92.817146,192.289176,139.35235,95.451639,203.444148,3670.341593,True
MINOXIDIL_SYSTEMIC,HAIR TEXTURE ABNORMAL,23,722,432,888904,23,63.55558,42.04272,96.076368,65.548348,42.822371,100.335078,1345.2428,True
MINOXIDIL_SYSTEMIC,HEADACHE,16,729,25837,863499,16,0.739243,0.455214,1.200491,0.73352,0.446908,1.203944,1.51473,False
MINOXIDIL_SYSTEMIC,HEART RATE INCREASED,2,743,3429,885907,2,0.696261,0.174383,2.77997,0.695443,0.17353,2.787076,0.265878,False
MINOXIDIL_SYSTEMIC,HOT FLUSH,1,744,3020,886316,1,0.395278,0.055734,2.803425,0.394465,0.055473,2.80504,0.927986,False
MINOXIDIL_SYSTEMIC,HYPERAESTHESIA,1,744,207,889129,1,5.766858,0.809541,41.080854,5.773265,0.808313,41.234739,3.922236,False
MINOXIDIL_SYSTEMIC,HYPERSENSITIVITY,3,742,7030,882306,3,0.509419,0.164631,1.576303,0.507436,0.163242,1.577356,1.427994,False
MINOXIDIL_SYSTEMIC,HYPOAESTHESIA,1,744,5156,884180,1,0.231524,0.032649,1.641816,0.230491,0.032418,1.638803,2.565091,False
MINOXIDIL_SYSTEMIC,HYPOTENSION,3,742,6480,882856,3,0.552657,0.178601,1.710129,0.550849,0.177205,1.712338,1.093755,False
MINOXIDIL_SYSTEMIC,INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,32,713,17407,871929,32,2.1945,1.563108,3.080934,2.24811,1.57712,3.204576,21.182765,True
MINOXIDIL_SYSTEMIC,INCORRECT DOSE ADMINISTERED,25,720,17817,871519,25,1.675001,1.139025,2.463183,1.698438,1.13961,2.531299,6.929768,False
MINOXIDIL_SYSTEMIC,INCORRECT PRODUCT ADMINISTRATION DURATION,1,744,1515,887821,1,0.787947,0.111063,5.590147,0.787662,0.110731,5.602864,0.057128,False
MINOXIDIL_SYSTEMIC,INCORRECT ROUTE OF PRODUCT ADMINISTRATION,2,743,1447,887889,2,1.649951,0.413012,6.591432,1.651701,0.411912,6.623053,0.512186,False
MINOXIDIL_SYSTEMIC,INSOMNIA,1,744,9413,879923,1,0.126818,0.017885,0.899233,0.125645,0.017673,0.893261,6.075744,False
MINOXIDIL_SYSTEMIC,INTENTIONAL DOSE OMISSION,1,744,2738,886598,1,0.43599,0.061472,3.092267,0.435232,0.061203,3.095033,0.731607,False
MINOXIDIL_SYSTEMIC,INTENTIONAL PRODUCT MISUSE,90,655,3805,885531,90,28.235628,23.203097,34.359667,31.977928,25.595522,39.951826,2319.912937,True
MINOXIDIL_SYSTEMIC,INTERCEPTED PRODUCT PRESCRIBING ERROR,4,741,67,889269,4,71.268036,26.054209,194.944814,71.64735,26.058868,196.990244,261.536271,True
MINOXIDIL_SYSTEMIC,ISCHAEMIA,1,744,85,889251,1,14.043995,1.958166,100.72372,14.061528,1.955482,101.113981,11.975483,False
MINOXIDIL_SYSTEMIC,JOINT SWELLING,1,744,5708,883628,1,0.209134,0.029492,1.483015,0.208071,0.029265,1.479369,3.009526,False
MINOXIDIL_SYSTEMIC,LIBIDO DECREASED,1,744,273,889063,1,4.372673,0.61453,31.113639,4.377206,0.613551,31.227917,2.59267,False
MINOXIDIL_SYSTEMIC,LOSS OF LIBIDO,1,744,168,889168,1,7.105593,0.996377,50.673029,7.113799,0.994911,50.865002,5.216274,False
MINOXIDIL_SYSTEMIC,MADAROSIS,1,744,285,889051,1,4.18856,0.588744,29.799092,4.192846,0.587798,29.908144,2.419596,False
MINOXIDIL_SYSTEMIC,MEDICATION ERROR,4,741,430,888906,4,11.104554,4.159655,29.644556,11.1591,4.158175,29.947158,36.457235,True
MINOXIDIL_SYSTEMIC,MENTAL DISORDER,1,744,1336,888000,1,0.893518,0.125933,6.339676,0.893375,0.125582,6.355378,0.012699,False
MINOXIDIL_SYSTEMIC,MUSCLE SPASMS,1,744,7451,881885,1,0.160212,0.022594,1.13605,0.159083,0.022376,1.131022,4.438512,False
MINOXIDIL_SYSTEMIC,MYALGIA,1,744,5447,883889,1,0.219155,0.030905,1.554088,0.218106,0.030676,1.550726,2.798747,False
MINOXIDIL_SYSTEMIC,MYOCARDIAL INFARCTION,1,744,2697,886639,1,0.442618,0.062406,3.139292,0.441868,0.062136,3.142246,0.703777,False
MINOXIDIL_SYSTEMIC,NAIL DISCOLOURATION,1,744,170,889166,1,7.021998,0.984723,50.073447,7.030092,0.983271,50.26304,5.135193,False
MINOXIDIL_SYSTEMIC,NASAL DISCOMFORT,1,744,345,888991,1,3.460115,0.486644,24.601938,3.463421,0.485829,24.690324,1.744745,False
MINOXIDIL_SYSTEMIC,NASAL PRURITUS,1,744,86,889250,1,13.880693,1.935655,99.539237,13.898006,1.932999,99.924814,11.816503,False
MINOXIDIL_SYSTEMIC,NERVOUSNESS,1,744,1521,887815,1,0.784839,0.110625,5.568081,0.784549,0.110294,5.58071,0.059048,False
MINOXIDIL_SYSTEMIC,NIGHT SWEATS,1,744,1204,888132,1,0.991478,0.139728,7.03529,0.991467,0.139359,7.053762,7.3e-05,False
MINOXIDIL_SYSTEMIC,OEDEMA,1,744,1230,888106,1,0.97052,0.136777,6.886458,0.97048,0.136412,6.904337,0.000896,False
MINOXIDIL_SYSTEMIC,OEDEMA PERIPHERAL,5,740,1979,887357,5,3.016017,1.25764,7.23288,3.029639,1.255888,7.308541,6.735935,True
MINOXIDIL_SYSTEMIC,OFF LABEL USE,41,704,50938,838398,41,0.960841,0.713463,1.293992,0.958561,0.699536,1.313496,0.069352,False
MINOXIDIL_SYSTEMIC,OROPHARYNGEAL DISCOMFORT,1,744,582,888754,1,2.051099,0.288808,14.566771,2.052512,0.288248,14.61523,0.538071,False
MINOXIDIL_SYSTEMIC,OROPHARYNGEAL PAIN,1,744,4210,885126,1,0.283549,0.039984,2.010823,0.282586,0.039743,2.009281,1.818454,False
MINOXIDIL_SYSTEMIC,OVERDOSE,25,720,7913,881423,25,3.771451,2.563745,5.548071,3.867682,2.594241,5.766219,51.211384,True
MINOXIDIL_SYSTEMIC,PAIN IN EXTREMITY,1,744,11681,877655,1,0.102195,0.014413,0.724622,0.100988,0.014205,0.717954,7.991623,False
MINOXIDIL_SYSTEMIC,PALPITATIONS,9,736,3513,885823,9,3.058257,1.59621,5.859465,3.083426,1.596623,5.954764,12.484708,True
MINOXIDIL_SYSTEMIC,PANIC ATTACK,1,744,1104,888232,1,1.081286,0.152374,7.67311,1.081395,0.151988,7.694123,0.006113,False
MINOXIDIL_SYSTEMIC,PENILE SIZE REDUCED,1,744,15,889321,1,79.58264,10.525405,601.724764,79.688262,10.51252,604.062477,72.746813,False
MINOXIDIL_SYSTEMIC,PERICARDIAL EFFUSION,6,739,571,888765,6,12.543674,5.629785,27.948448,12.637398,5.635429,28.33925,63.118475,True
MINOXIDIL_SYSTEMIC,PERICARDITIS,1,744,175,889161,1,6.821369,0.956745,48.634784,6.829194,0.955329,48.818666,4.940717,False
MINOXIDIL_SYSTEMIC,PERIPHERAL SWELLING,2,743,8368,880968,2,0.285311,0.071475,1.138891,0.283387,0.070729,1.135437,3.613651,False
MINOXIDIL_SYSTEMIC,PLEURAL EFFUSION,2,743,1088,888248,2,2.194374,0.549117,8.769134,2.197589,0.547876,8.814758,1.299376,False
MINOXIDIL_SYSTEMIC,PLEUROPERICARDITIS,1,744,3,889333,1,397.913199,41.436464,3821.149227,398.446685,41.397448,3835.01319,296.938119,False
MINOXIDIL_SYSTEMIC,POOR QUALITY PRODUCT ADMINISTERED,20,725,1120,888216,20,21.316779,13.779807,32.976155,21.877241,13.975771,34.245961,380.967458,True
MINOXIDIL_SYSTEMIC,PRESCRIPTION DRUG USED WITHOUT A PRESCRIPTION,1,744,510,888826,1,2.340666,0.329503,16.627208,2.342468,0.32889,16.683867,0.766832,False
MINOXIDIL_SYSTEMIC,PRODUCT ADMINISTERED AT INAPPROPRIATE SITE,12,733,2356,886980,12,6.080168,3.463769,10.672893,6.163336,3.479091,10.918573,50.812706,True
MINOXIDIL_SYSTEMIC,PRODUCT ADMINISTERED TO PATIENT OF INAPPROPRIATE AGE,1,744,486,888850,1,2.456254,0.345742,17.44996,2.458212,0.345108,17.509893,0.862077,False
MINOXIDIL_SYSTEMIC,PRODUCT COLOUR ISSUE,4,741,340,888996,4,14.043995,5.254413,37.536792,14.114408,5.253108,37.923551,47.915821,True
MINOXIDIL_SYSTEMIC,PRODUCT COMPLAINT,1,744,2965,886371,1,0.40261,0.056767,2.855445,0.401807,0.056505,2.857267,0.889065,False
MINOXIDIL_SYSTEMIC,PRODUCT CONTAINER ISSUE,38,707,516,888820,38,87.911056,63.739198,121.249622,92.582371,66.055344,129.762332,3042.989711,True
MINOXIDIL_SYSTEMIC,PRODUCT CONTAMINATION PHYSICAL,1,744,142,889194,1,8.406617,1.177557,60.015092,8.416572,1.17586,60.244132,6.480979,False
MINOXIDIL_SYSTEMIC,PRODUCT DELIVERY MECHANISM ISSUE,1,744,960,888376,1,1.243479,0.175206,8.825252,1.243806,0.174791,8.850853,0.047676,False
MINOXIDIL_SYSTEMIC,PRODUCT DISPENSING ERROR,1,744,1807,887529,1,0.66062,0.093126,4.686324,0.660163,0.092817,4.69544,0.174608,False
MINOXIDIL_SYSTEMIC,PRODUCT DOSE OMISSION ISSUE,5,740,41586,847750,5,0.143527,0.059912,0.343835,0.13774,0.057158,0.331927,26.80377,False
MINOXIDIL_SYSTEMIC,PRODUCT FORMULATION ISSUE,7,738,114,889222,7,73.2998,34.285779,156.708142,73.98557,34.372229,159.252537,470.379044,True
MINOXIDIL_SYSTEMIC,PRODUCT LABEL ISSUE,2,743,375,888961,2,6.366611,1.589318,25.503848,6.381057,1.587012,25.656953,9.003178,False
MINOXIDIL_SYSTEMIC,PRODUCT ODOUR ABNORMAL,5,740,690,888646,5,8.650287,3.599597,20.787734,8.701978,3.599855,21.035411,33.612318,True
MINOXIDIL_SYSTEMIC,PRODUCT PACKAGE ASSOCIATED INJURY,2,743,160,889176,2,14.921745,3.706569,60.071314,14.959219,3.702133,60.445753,25.661483,False
MINOXIDIL_SYSTEMIC,PRODUCT PACKAGING DIFFICULT TO OPEN,1,744,372,888964,1,3.208977,0.451416,22.811613,3.211946,0.450647,22.892878,1.517162,False
MINOXIDIL_SYSTEMIC,PRODUCT PACKAGING ISSUE,4,741,546,888790,4,8.745345,3.279088,23.323881,8.787155,3.277476,23.55901,27.256054,True
MINOXIDIL_SYSTEMIC,PRODUCT PACKAGING QUANTITY ISSUE,3,742,883,888453,3,4.05574,1.308504,12.570864,4.068095,1.306516,12.666813,6.890386,True
MINOXIDIL_SYSTEMIC,PRODUCT PHYSICAL CONSISTENCY ISSUE,4,741,388,888948,4,12.306594,4.607658,32.869681,12.367628,4.606248,33.206686,41.145531,True
MINOXIDIL_SYSTEMIC,PRODUCT PHYSICAL ISSUE,5,740,1344,887992,5,4.440996,1.850867,10.655784,4.464245,1.849618,10.774919,13.301601,True
MINOXIDIL_SYSTEMIC,PRODUCT PRESCRIBING ERROR,2,743,1900,887436,2,1.256568,0.314613,5.018748,1.257259,0.313615,5.040256,0.104887,False
MINOXIDIL_SYSTEMIC,PRODUCT QUALITY ISSUE,1,744,3041,886295,1,0.392548,0.055349,2.784059,0.391732,0.055088,2.785597,0.942919,False
MINOXIDIL_SYSTEMIC,PRODUCT RESIDUE PRESENT,4,741,539,888797,4,8.858921,3.321519,23.627889,8.901344,3.319913,23.866264,27.698673,True
MINOXIDIL_SYSTEMIC,PRODUCT STORAGE ERROR,5,740,14110,875226,5,0.423012,0.176559,1.013481,0.419113,0.173902,1.010089,3.99705,False
MINOXIDIL_SYSTEMIC,PRODUCT SUBSTITUTION ISSUE,1,744,1448,887888,1,0.824406,0.116199,5.848983,0.82417,0.11586,5.86273,0.037436,False
MINOXIDIL_SYSTEMIC,PRODUCT USE COMPLAINT,1,744,1547,887789,1,0.771648,0.108767,5.474441,0.771341,0.108438,5.486696,0.06765,False
MINOXIDIL_SYSTEMIC,PRODUCT USE IN UNAPPROVED INDICATION,40,705,18551,870785,40,2.573963,1.9034,3.480763,2.663266,1.936046,3.663644,39.235424,True
MINOXIDIL_SYSTEMIC,PRODUCT USE ISSUE,92,653,7645,881691,92,14.365473,11.848707,17.416822,16.248511,13.047264,20.235209,1140.336586,True
MINOXIDIL_SYSTEMIC,PRURITUS,3,742,19332,870004,3,0.185248,0.059877,0.573128,0.181954,0.058544,0.565514,10.987236,False
MINOXIDIL_SYSTEMIC,RASH,7,738,20260,869076,7,0.412447,0.197287,0.862259,0.406874,0.193264,0.856581,5.993451,False
MINOXIDIL_SYSTEMIC,RASH ERYTHEMATOUS,1,744,1862,887474,1,0.641106,0.090377,4.547826,0.640624,0.090071,4.556391,0.201224,False
MINOXIDIL_SYSTEMIC,RASH PAPULAR,2,743,599,888737,2,3.985775,0.996357,15.944483,3.993812,0.994657,16.036218,4.461461,False
MINOXIDIL_SYSTEMIC,RIGHT VENTRICULAR DIASTOLIC COLLAPSE,1,744,0,889336,1,3576.422252,145.803065,87726.524003,3583.625923,145.861442,88045.027865,1340.411461,False
MINOXIDIL_SYSTEMIC,SEBORRHOEA,14,731,159,889177,14,105.109147,61.150317,180.668448,107.103029,61.719013,185.859404,1327.091113,True
MINOXIDIL_SYSTEMIC,SHOCK,1,744,638,888698,1,1.871065,0.263497,13.28622,1.872236,0.262969,13.329581,0.405176,False
MINOXIDIL_SYSTEMIC,SINUS BRADYCARDIA,1,744,151,889185,1,7.90556,1.107826,56.414886,7.914842,1.106218,56.629644,5.993392,False
MINOXIDIL_SYSTEMIC,SKIN ATROPHY,1,744,280,889056,1,4.263356,0.59922,30.333079,4.267742,0.598261,30.444254,2.489809,False
MINOXIDIL_SYSTEMIC,SKIN EXFOLIATION,2,743,4802,884534,2,0.497184,0.124537,1.984885,0.495831,0.123736,1.986874,1.022115,False
MINOXIDIL_SYSTEMIC,SUPRAVENTRICULAR EXTRASYSTOLES,1,744,40,889296,1,29.84349,4.107928,216.808543,29.882258,4.102574,217.655903,27.198324,False
MINOXIDIL_SYSTEMIC,SUSPECTED COUNTERFEIT PRODUCT,11,734,163,889173,11,80.559114,43.932528,147.721314,81.751417,44.204716,151.189619,809.806286,True
MINOXIDIL_SYSTEMIC,SWELLING,3,742,3779,885557,3,0.947663,0.306196,2.932976,0.947451,0.304732,2.945747,0.008701,False
MINOXIDIL_SYSTEMIC,SWELLING FACE,2,743,2103,887233,2,1.135273,0.284264,4.533975,1.135637,0.283297,4.552364,0.032283,False
MINOXIDIL_SYSTEMIC,SYNCOPE,1,744,2005,887331,1,0.595381,0.083934,4.223309,0.594838,0.083637,4.230581,0.275461,False
MINOXIDIL_SYSTEMIC,TACHYCARDIA,2,743,1867,887469,2,1.278778,0.32017,5.107523,1.279529,0.319166,5.129601,0.121675,False
MINOXIDIL_SYSTEMIC,TESTICULAR ATROPHY,1,744,16,889320,1,74.608725,9.90672,561.887459,74.707661,9.894533,564.072588,68.351544,False
